icd10_ecode,icd10_mechanism,mechanism_count,icd10_intent,icd10_description,icd9_ecode,icd9_ecode_numeric,icd9_intent,icd9_mechanism,icd9_display
Y36.211D,OTHER_SPECIFIED,1,OTHER,"War operations involving explosion of aerial bomb, civilian, subsequent encounter",E993.0,993,OTHER,OTHER_SPECIFIED,"E993.0 War, aerial bomb (OTHER_SPECIFIED, OTHER)"
W56.59XA,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Other contact with other fish, initial encounter",E906.8,906.8,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E906.8 Environmental, Other specified animal injury (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
X77.3XXA,FIRE_FLAME,1,SELF_INFLICTED,"Intentional self-harm by hot household appliances, initial encounter",E958.1,958.1,SELF_INFLICTED,FIRE_FLAME,"E958.1 Self-Inflicted, Fire burns (FIRE_FLAME, SELF_INFLICTED)"
Y92.22,LOCATION,1,,Religious institution as the place of occurrence of the external cause,E849.6,849.6,,LOCATION,E849.6 Place of occurrence: Public building
Y36.050A,OTHER_NEC,1,OTHER,"War operations involving accidental detonation of onboard marine weapons, military personnel, initial encounter",E992.9,992.9,OTHER,OTHER_NEC,"E992.9 War, unspecified marine weapon (OTHER_NEC, OTHER)"
Y36.450D,OTHER_SPECIFIED,1,OTHER,"War operations involving combat using blunt or piercing object, military personnel, subsequent encounter",E995.1,995.1,OTHER,OTHER_SPECIFIED,"E995.1 War, struck by blunt object (OTHER_SPECIFIED, OTHER)"
Y36.450D,,,,,E995.2,995.2,OTHER,OTHER_SPECIFIED,"E995.2 War, piercing object (OTHER_SPECIFIED, OTHER)"
X37.2XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Blizzard (snow)(ice), sequela",E929.5,929.5,UNINTENTIONAL,OTHER_SPECIFIED,"E929.5 Late Effect, Natural/environmental factors (OTHER_SPECIFIED, UNINTENTIONAL)"
W56.81XA,BITES_STINGS,1,UNINTENTIONAL,"Bitten by other nonvenomous marine animals, initial encounter",E906.3,906.3,UNINTENTIONAL,BITES_STINGS,"E906.3 Environmental, Other animals excluding arthropods (BITES_STINGS, UNINTENTIONAL)"
T62.8X4S,OTHER_NEC,1,UNDETERMINED,"Toxic effect of other specified noxious substances eaten as food, undetermined, sequela",E989,989,UNDETERMINED,OTHER_NEC,"E989 Unknown, Late effects (OTHER_NEC, UNDETERMINED)"
W94.21XA,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Exposure to reduction in atmospheric pressure while surfacing from deep-water diving, initial encounter",E902.2,902.2,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E902.2 Environmental, Pressure changes diving (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
Y92.122,LOCATION,1,,Bedroom in nursing home as the place of occurrence of the external cause,E849.7,849.7,,LOCATION,E849.7 Place of occurrence: Residential institution
V87.2XXA,MOTOR_VEHICLE_UNSPECIFIED,1,UNINTENTIONAL,"Person injured in collision between car and pick-up truck or van (traffic), initial encounter",E812.9,812.9,UNINTENTIONAL,MOTOR_VEHICLE_UNSPECIFIED,"E812.9 Traffic, Collision with motor vehicle, Unspecified person (MOTOR_VEHICLE_UNSPECIFIED, UNINTENTIONAL)"
T43.3X4S,OTHER_NEC,1,UNDETERMINED,"Poisoning by phenothiazine antipsychotics and neuroleptics, undetermined, sequela",E989,989,UNDETERMINED,OTHER_NEC,"E989 Unknown, Late effects (OTHER_NEC, UNDETERMINED)"
W36.2XXS,OTHER_NEC,1,UNINTENTIONAL,"Explosion and rupture of air tank, sequela",E929.8,929.8,UNINTENTIONAL,OTHER_NEC,"E929.8 Late Effect, Other accidents (OTHER_NEC, UNINTENTIONAL)"
V37.5XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Driver of three-wheeled motor vehicle injured in collision with fixed or stationary object in traffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
V40.5XXA,MOTOR_VEHICLE_OCCUPANT,1,UNINTENTIONAL,"Car driver injured in collision with pedestrian or animal in traffic accident, initial encounter",E814.0,814,UNINTENTIONAL,MOTOR_VEHICLE_OCCUPANT,"E814.0 Traffic, Collision with pedestrian, Driver not motorcyclist (MOTOR_VEHICLE_OCCUPANT, UNINTENTIONAL)"
V74.7XXA,MOTOR_VEHICLE_TRAFFIC,1,UNINTENTIONAL,"Person on outside of bus injured in collision with heavy transport vehicle or bus in traffic accident, initial encounter",E812.8,812.8,UNINTENTIONAL,MOTOR_VEHICLE_TRAFFIC,"E812.8 Traffic, Collision with motor vehicle, Other Specified person (MOTOR_VEHICLE_TRAFFIC, UNINTENTIONAL)"
Y37.110S,OTHER_NEC,1,OTHER,"Military operations involving destruction of aircraft due to enemy fire or explosives, military personnel, sequela",E999.0,999,OTHER,OTHER_NEC,"E999.0 War, Late effects (OTHER_NEC, OTHER)"
Y37.020D,OTHER_SPECIFIED,1,OTHER,"Military operations involving explosion of marine mine, military personnel, subsequent encounter",E992.2,992.2,OTHER,OTHER_SPECIFIED,"E992.2 War, marine mines (OTHER_SPECIFIED, OTHER)"
X95.02XS,OTHER_NEC,1,ASSAULT,"Assault by paintball gun discharge, sequela",E969,969,ASSAULT,OTHER_NEC,"E969 Assault, Sequelae > 1 yr after assault (OTHER_NEC, ASSAULT)"
T71.233A,SUFFOCATION,1,ASSAULT,"Asphyxiation due to being trapped in a (discarded) refrigerator, assault, initial encounter",E963,963,ASSAULT,SUFFOCATION,"E963 Assault, Hanging and strangulation (SUFFOCATION, ASSAULT)"
V17.0XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Pedal cycle driver injured in collision with fixed or stationary object in nontraffic accident, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
Y07.511,OTHER_SPECIFIED,1,ASSAULT,"Daycare center childcare provider, perpetrator of maltreatment and neglect",E967.8,967.8,ASSAULT,OTHER_SPECIFIED,"E967.8 Assault, Perpetrator of child and adult abuse, by non-related caregiver (OTHER_SPECIFIED, ASSAULT)"
Y07.511,,,,,E968.4,968.4,ASSAULT,OTHER_SPECIFIED,"E968.4 Assault, Criminal neglect (OTHER_SPECIFIED, ASSAULT)"
W55.49XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Other contact with pig, sequela",E929.5,929.5,UNINTENTIONAL,OTHER_SPECIFIED,"E929.5 Late Effect, Natural/environmental factors (OTHER_SPECIFIED, UNINTENTIONAL)"
W27.8XXA,CUT_PIERCE,1,UNINTENTIONAL,"Contact with other nonpowered hand tool, initial encounter",E920.4,920.4,UNINTENTIONAL,CUT_PIERCE,"E920.4 Other, Other hand tools and implements (CUT_PIERCE, UNINTENTIONAL)"
W59.81XA,BITES_STINGS,1,UNINTENTIONAL,"Bitten by other nonvenomous reptiles, initial encounter",E906.2,906.2,UNINTENTIONAL,BITES_STINGS,"E906.2 Environmental, Nonvenomous snakes/lizards (BITES_STINGS, UNINTENTIONAL)"
W55.19XD,NATURAL_ENVIRONMENTAL,1,UNINTENTIONAL,"Other contact with horse, subsequent encounter",E906.8,906.8,UNINTENTIONAL,NATURAL_ENVIRONMENTAL,"E906.8 Environmental, Other specified animal injury (NATURAL_ENVIRONMENTAL, UNINTENTIONAL)"
V93.09XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Burn due to localized fire on board unspecified watercraft, initial encounter",E837.2,837.2,UNINTENTIONAL,TRANSPORT_OTHER,"E837.2 Water, Explosion fire burning, Crew (TRANSPORT_OTHER, UNINTENTIONAL)"
V93.09XA,,,,,E837.3,837.3,UNINTENTIONAL,TRANSPORT_OTHER,"E837.3 Water, Explosion fire burning, Occupant other craft excluding crew (TRANSPORT_OTHER, UNINTENTIONAL)"
V93.09XA,,,,,E837.4,837.4,UNINTENTIONAL,TRANSPORT_OTHER,"E837.4 Water, Explosion fire burning, Water skier (TRANSPORT_OTHER, UNINTENTIONAL)"
V93.09XA,,,,,E837.5,837.5,UNINTENTIONAL,TRANSPORT_OTHER,"E837.5 Water, Explosion fire burning, Swimmer (TRANSPORT_OTHER, UNINTENTIONAL)"
V93.09XA,,,,,E837.6,837.6,UNINTENTIONAL,TRANSPORT_OTHER,"E837.6 Water, Explosion fire burning, Longshoremen (TRANSPORT_OTHER, UNINTENTIONAL)"
V93.09XA,,,,,E837.8,837.8,UNINTENTIONAL,TRANSPORT_OTHER,"E837.8 Water, Explosion fire burning, Other specified person (TRANSPORT_OTHER, UNINTENTIONAL)"
V93.09XA,,,,,E837.9,837.9,UNINTENTIONAL,TRANSPORT_OTHER,"E837.9 Water, Explosion fire burning, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
V93.10XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Other burn on board merchant vessel, initial encounter",E837.9,837.9,UNINTENTIONAL,TRANSPORT_OTHER,"E837.9 Water, Explosion fire burning, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
V57.6XXD,MOTOR_VEHICLE_OCCUPANT,1,UNINTENTIONAL,"Passenger in pick-up truck or van injured in collision with fixed or stationary object in traffic accident, subsequent encounter",E815.1,815.1,UNINTENTIONAL,MOTOR_VEHICLE_OCCUPANT,"E815.1 Traffic, Other collision on a highway, Passenger not motorcyclist (MOTOR_VEHICLE_OCCUPANT, UNINTENTIONAL)"
W58.12XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Struck by crocodile, sequela",E929.5,929.5,UNINTENTIONAL,OTHER_SPECIFIED,"E929.5 Late Effect, Natural/environmental factors (OTHER_SPECIFIED, UNINTENTIONAL)"
V91.80XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Other injury due to other accident to merchant ship, initial encounter",E831.9,831.9,UNINTENTIONAL,TRANSPORT_OTHER,"E831.9 Water, Other injury, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
Y37.420A,OTHER_SPECIFIED,1,OTHER,"Military operations involving firearms pellets, military personnel, initial encounter",E991.1,991.1,OTHER,OTHER_SPECIFIED,"E991.1 War, Rifle pellets (OTHER_SPECIFIED, OTHER)"
V96.25XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Glider (nonpowered) explosion injuring occupant, initial encounter",E842.6,842.6,UNINTENTIONAL,TRANSPORT_OTHER,"E842.6 Air, Unpowered aircraft, Unpowered aircraft occupant (TRANSPORT_OTHER, UNINTENTIONAL)"
W16.331D,FALL,1,UNINTENTIONAL,"Fall into other water striking wall causing drowning and submersion, subsequent encounter",E883.0,883,UNINTENTIONAL,FALL,"E883.0 Fall, Diving (FALL, UNINTENTIONAL)"
W04.XXXA,FALL,1,UNINTENTIONAL,"Fall while being carried or supported by other persons, initial encounter",E888.8,888.8,UNINTENTIONAL,FALL,"E888.8 Fall, other (FALL, UNINTENTIONAL)"
T46.904S,OTHER_NEC,1,UNDETERMINED,"Poisoning by unspecified agents primarily affecting the cardiovascular system, undetermined, sequela",E989,989,UNDETERMINED,OTHER_NEC,"E989 Unknown, Late effects (OTHER_NEC, UNDETERMINED)"
V62.9XXA,MOTOR_VEHICLE_UNSPECIFIED,1,UNINTENTIONAL,"Unspecified occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident, initial encounter",E812.9,812.9,UNINTENTIONAL,MOTOR_VEHICLE_UNSPECIFIED,"E812.9 Traffic, Collision with motor vehicle, Unspecified person (MOTOR_VEHICLE_UNSPECIFIED, UNINTENTIONAL)"
W61.61XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Bitten by duck, sequela",E929.5,929.5,UNINTENTIONAL,OTHER_SPECIFIED,"E929.5 Late Effect, Natural/environmental factors (OTHER_SPECIFIED, UNINTENTIONAL)"
T38.813S,OTHER_NEC,1,ASSAULT,"Poisoning by anterior pituitary [adenohypophyseal] hormones, assault, sequela",E969,969,ASSAULT,OTHER_NEC,"E969 Assault, Sequelae > 1 yr after assault (OTHER_NEC, ASSAULT)"
T38.815A,ADVERSE_EFFECTS_DRUGS,1,OTHER,"Adverse effect of anterior pituitary [adenohypophyseal] hormones, initial encounter",E932.4,932.4,OTHER,ADVERSE_EFFECTS_DRUGS,"E932.4 Adverse effects in therapeutic use, Anterior pituitary hormones (ADVERSE_EFFECTS_DRUGS, OTHER)"
Y38.7X2S,OTHER_NEC,1,OTHER,"Terrorism involving chemical weapons, civilian injured, sequela",E999.1,999.1,OTHER,OTHER_NEC,"E999.1 Terrorism, Late effects (OTHER_NEC, OTHER)"
X73.2XXD,FIREARM,1,SELF_INFLICTED,"Intentional self-harm by machine gun discharge, subsequent encounter",E955.3,955.3,SELF_INFLICTED,FIREARM,"E955.3 Self-Inflicted, Military firearms (FIREARM, SELF_INFLICTED)"
T39.2X2A,POISONING,1,SELF_INFLICTED,"Poisoning by pyrazolone derivatives, intentional self-harm, initial encounter",E950.0,950,SELF_INFLICTED,POISONING,"E950.0 Self-Inflicted, Analgesics antipyretics antirheumatics poisoning (POISONING, SELF_INFLICTED)"
T40.2X2A,POISONING,1,SELF_INFLICTED,"Poisoning by other opioids, intentional self-harm, initial encounter",E950.0,950,SELF_INFLICTED,POISONING,"E950.0 Self-Inflicted, Analgesics antipyretics antirheumatics poisoning (POISONING, SELF_INFLICTED)"
V95.22XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Forced landing of other private fixed-wing aircraft injuring occupant, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
T46.0X2A,POISONING,1,SELF_INFLICTED,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, intentional self-harm, initial encounter",E950.4,950.4,SELF_INFLICTED,POISONING,"E950.4 Self-Inflicted, Other specified drugs (POISONING, SELF_INFLICTED)"
Y36.190S,OTHER_NEC,1,OTHER,"War operations involving other destruction of aircraft, military personnel, sequela",E999.0,999,OTHER,OTHER_NEC,"E999.0 War, Late effects (OTHER_NEC, OTHER)"
Y36.200S,OTHER_NEC,1,OTHER,"War operations involving unspecified explosion and fragments, military personnel, sequela",E999.0,999,OTHER,OTHER_NEC,"E999.0 War, Late effects (OTHER_NEC, OTHER)"
T58.94XA,POISONING,1,UNDETERMINED,"Toxic effect of carbon monoxide from unspecified source, undetermined, initial encounter",E982.1,982.1,UNDETERMINED,POISONING,"E982.1 Unknown, other carbon monoxide gas poisoning (POISONING, UNDETERMINED)"
Y38.7X2A,OTHER_SPECIFIED,1,ASSAULT,"Terrorism involving chemical weapons, civilian injured, initial encounter",E979.7,979.7,ASSAULT,OTHER_SPECIFIED,"E979.7 Terrorism involving chemical weapons (OTHER_SPECIFIED, ASSAULT)"
V87.0XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Person injured in collision between car and two- or three-wheeled powered vehicle (traffic), sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
V80.710S,OTHER_SPECIFIED,1,UNINTENTIONAL,"Animal-rider injured in collision with other animal being ridden, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
Y38.1X1S,OTHER_NEC,1,OTHER,"Terrorism involving destruction of aircraft, public safety official injured, sequela",E999.1,999.1,OTHER,OTHER_NEC,"E999.1 Terrorism, Late effects (OTHER_NEC, OTHER)"
Y38.1X3A,OTHER_SPECIFIED,1,ASSAULT,"Terrorism involving destruction of aircraft, terrorist injured, initial encounter",E979.1,979.1,ASSAULT,OTHER_SPECIFIED,"E979.1 Terrorism involving destruction of aircraft (OTHER_SPECIFIED, ASSAULT)"
V64.7XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Person on outside of heavy transport vehicle injured in collision with heavy transport vehicle or bus in traffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
T62.2X1S,OTHER_SPECIFIED,1,UNINTENTIONAL,"Toxic effect of other ingested (parts of) plant(s), accidental (unintentional), sequela",E929.2,929.2,UNINTENTIONAL,OTHER_SPECIFIED,"E929.2 Late Effect, Accidental poisoning (OTHER_SPECIFIED, UNINTENTIONAL)"
T62.2X3A,POISONING,1,ASSAULT,"Toxic effect of other ingested (parts of) plant(s), assault, initial encounter",E962.1,962.1,ASSAULT,POISONING,"E962.1 Assault, Other solid or liquid substances (POISONING, ASSAULT)"
Y35.891S,OTHER_NEC,1,OTHER,"Legal intervention involving other specified means, law enforcement official injured, sequela",E977,977,OTHER,OTHER_NEC,"E977 Legal Intervention, Late effects (OTHER_NEC, OTHER)"
Y35.893A,STRUCK_BY_AGAINST,1,OTHER,"Legal intervention involving other specified means, suspect injured, initial encounter",E975,975,OTHER,STRUCK_BY_AGAINST,"E975 Legal Intervention, Other specified means (STRUCK_BY_AGAINST, OTHER)"
V41.3XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Unspecified car occupant injured in collision with pedal cycle in nontraffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
Y78.0,,0,,Diagnostic and monitoring radiological devices associated with adverse incidents,,-9,,,
V50.6XXD,MOTOR_VEHICLE_OCCUPANT,1,UNINTENTIONAL,"Passenger in pick-up truck or van injured in collision with pedestrian or animal in traffic accident, subsequent encounter",E814.1,814.1,UNINTENTIONAL,MOTOR_VEHICLE_OCCUPANT,"E814.1 Traffic, Collision with pedestrian, Passenger not motorcyclist (MOTOR_VEHICLE_OCCUPANT, UNINTENTIONAL)"
T63.791S,OTHER_SPECIFIED,1,UNINTENTIONAL,"Toxic effect of contact with other venomous plant, accidental (unintentional), sequela",E929.2,929.2,UNINTENTIONAL,OTHER_SPECIFIED,"E929.2 Late Effect, Accidental poisoning (OTHER_SPECIFIED, UNINTENTIONAL)"
T63.793A,POISONING,1,ASSAULT,"Toxic effect of contact with other venomous plant, assault, initial encounter",E962.1,962.1,ASSAULT,POISONING,"E962.1 Assault, Other solid or liquid substances (POISONING, ASSAULT)"
X99.2XXS,OTHER_NEC,1,ASSAULT,"Assault by sword or dagger, sequela",E969,969,ASSAULT,OTHER_NEC,"E969 Assault, Sequelae > 1 yr after assault (OTHER_NEC, ASSAULT)"
V00.281A,FALL,1,UNINTENTIONAL,"Fall from other gliding-type pedestrian conveyance, initial encounter",E885.9,885.9,UNINTENTIONAL,FALL,"E885.9 Fall, other slipping, tripping, stumbling (FALL, UNINTENTIONAL)"
V89.0XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Person injured in unspecified motor-vehicle accident, nontraffic, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
W00.0XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Fall on same level due to ice and snow, sequela",E929.3,929.3,UNINTENTIONAL,OTHER_SPECIFIED,"E929.3 Late Effect, Accidental fall (OTHER_SPECIFIED, UNINTENTIONAL)"
V47.52XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Driver of other type car injured in collision with fixed or stationary object in traffic accident, sequela",E929.0,929,UNINTENTIONAL,OTHER_SPECIFIED,"E929.0 Late Effect, Motor vehicle (OTHER_SPECIFIED, UNINTENTIONAL)"
V96.24XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Glider (nonpowered) fire injuring occupant, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
Y37.91XD,OTHER_SPECIFIED,1,OTHER,"Military operations involving unspecified weapon of mass destruction [WMD], subsequent encounter",E997.3,997.3,OTHER,OTHER_SPECIFIED,"E997.3 War, weapon of mass destruction (WMD), unspecified (OTHER_SPECIFIED, OTHER)"
T50.B11S,OTHER_SPECIFIED,1,UNINTENTIONAL,"Poisoning by smallpox vaccines, accidental (unintentional), sequela",E929.2,929.2,UNINTENTIONAL,OTHER_SPECIFIED,"E929.2 Late Effect, Accidental poisoning (OTHER_SPECIFIED, UNINTENTIONAL)"
T50.B13A,POISONING,1,ASSAULT,"Poisoning by smallpox vaccines, assault, initial encounter",E962.0,962,ASSAULT,POISONING,"E962.0 Assault, Drugs and medicinal substances (POISONING, ASSAULT)"
V93.59XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Explosion on board unspecified watercraft, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
V93.60XS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Machinery accident on board merchant ship, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
T61.784S,OTHER_NEC,1,UNDETERMINED,"Other shellfish poisoning, undetermined, sequela",E989,989,UNDETERMINED,OTHER_NEC,"E989 Unknown, Late effects (OTHER_NEC, UNDETERMINED)"
T45.1X2A,POISONING,1,SELF_INFLICTED,"Poisoning by antineoplastic and immunosuppressive drugs, intentional self-harm, initial encounter",E950.4,950.4,SELF_INFLICTED,POISONING,"E950.4 Self-Inflicted, Other specified drugs (POISONING, SELF_INFLICTED)"
V83.2XXS,OTHER_SPECIFIED,1,UNINTENTIONAL,"Person on outside of special industrial vehicle injured in traffic accident, sequela",E929.1,929.1,UNINTENTIONAL,OTHER_SPECIFIED,"E929.1 Late Effect, Other transport accident (OTHER_SPECIFIED, UNINTENTIONAL)"
V97.32XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Injured by rotating propeller, initial encounter",E844.9,844.9,UNINTENTIONAL,TRANSPORT_OTHER,"E844.9 Air, Other specifed accident, Other person (TRANSPORT_OTHER, UNINTENTIONAL)"
V69.19XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Passenger in heavy transport vehicle injured in collision with other motor vehicles in nontraffic accident, initial encounter",E822.1,822.1,UNINTENTIONAL,TRANSPORT_OTHER,"E822.1 Nontraffic, Collision with moving object, Passenger excluding motorcycle (TRANSPORT_OTHER, UNINTENTIONAL)"
V69.20XA,TRANSPORT_OTHER,1,UNINTENTIONAL,"Unspecified occupant of heavy transport vehicle injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter",E822.9,822.9,UNINTENTIONAL,TRANSPORT_OTHER,"E822.9 Nontraffic, Collision with moving object, Unspecified person (TRANSPORT_OTHER, UNINTENTIONAL)"
T59.2X3A,POISONING,1,ASSAULT,"Toxic effect of formaldehyde, assault, initial encounter",E962.2,962.2,ASSAULT,POISONING,"E962.2 Assault, Other gases and vapors (POISONING, ASSAULT)"
